/proj/shuiyao/l50n288-phewoff/snapshot_076 1.100 1.000 1.200 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_080 0.900 0.800 0.000 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_084 0.700 0.600 0.800 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_088 0.500 0.450 0.600 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_092 0.400 0.350 0.450 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_096 0.300 0.250 0.350 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_100 0.200 0.150 0.250 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_104 0.100 0.050 0.150 l50n288-phewoff-pp
/proj/shuiyao/l50n288-phewoff/snapshot_108 0.000 -0.05 0.050 l50n288-phewoff-pp
