PId,snapnum,birthTag,Mgain
656187,39,,
656185,39,,
676635,39,,
533491,39,IGM,0.00042351987212896347
388058,39,IGM,5.472823977470398e-05
450263,39,IGM,8.235406130552292e-05
533635,39,IGM,4.113651812076569e-06
471586,39,IGM,5.7891011238098145e-06
451269,39,IGM,4.996638745069504e-05
614432,39,,
656473,39,IGM,2.5266148280859567e-05
656473,39,SELF,8.826114224219265e-05
430403,39,,
450704,39,IGM,6.165355443954468e-07
656342,39,,
533937,39,IGM,7.71181657910347e-06
697518,39,,
656195,39,,
614874,39,,
676934,39,,
676935,39,,
697813,39,,
739720,39,,
617447,39,,
555381,39,,
698393,39,,
596715,39,,
555102,39,,
493317,39,,
513621,39,IGM,3.0036084353923798e-05
658637,39,,
472293,39,IGM,0.00010490603744983673
596282,39,IGM,0.00016251159831881523
513476,39,IGM,2.5130808353424072e-05
554806,39,IGM,0.00014975201338529587
658491,39,,
638046,39,,
616144,40,,
637473,40,,
678795,40,,
574698,40,,
616880,40,,
679086,40,,
616583,40,,
533053,40,,
637617,40,,
512607,40,,
596715,40,IGM,3.9869919419288635e-06
512898,40,IGM,5.2638351917266846e-06
471712,40,,
574961,40,,
554369,40,,
616578,40,,
575684,40,,
617447,40,,
555381,40,IGM,7.628835737705231e-05
638046,40,IGM,9.248033165931702e-07
512633,40,,
512754,40,IGM,0.0001721736043691635
491901,40,,
658218,40,,
429689,40,,
305981,40,,
368329,40,IGM,6.567593663930893e-05
430675,40,,
430385,40,,
306400,40,IGM,4.638452082872391e-05
285087,40,,
326414,40,,
430386,40,,
430241,40,,
326420,40,IGM,1.995731145143509e-05
657781,40,,
740867,40,,
637481,40,,
637769,40,,
658497,40,,
513493,40,,
513637,40,,
492471,40,,
492472,40,,
574986,40,,
492041,40,,
533230,40,,
492753,40,IGM,3.413297235965729e-07
368050,40,,
493317,40,IGM,1.1851079761981964e-06
656473,40,,
656187,40,,
656185,40,,
676635,40,,
552219,40,,
614856,40,,
469715,40,,
449269,40,,
449412,40,IGM,2.8360357857599873e-06
449412,40,SELF,3.3065022551164012e-06
573529,40,IGM,3.3434305590443155e-06
573529,40,SELF,3.898068119878338e-06
511034,40,,
490442,40,IGM,3.439319571283642e-06
490442,40,SELF,4.009864041778263e-06
407646,40,,
469705,40,,
510887,40,,
531766,40,,
428239,40,,
448978,40,,
366172,40,,
428234,40,,
366462,40,,
822510,40,,
780893,40,,
739417,40,,
760010,40,,
513621,40,IGM,6.543612107634544e-05
472293,40,IGM,1.959269866347313e-05
596282,40,IGM,1.610349863767624e-05
739720,40,,
635899,40,,
636622,40,,
802496,40,,
823089,40,,
761025,40,,
554806,40,IGM,0.00012298207730054855
555102,40,IGM,1.8207356333732605e-07
658491,40,IGM,1.908140257000923e-05
533937,40,IGM,4.774425178766251e-06
430403,40,IGM,3.2498501241207123e-06
389782,40,,
658631,40,,
699088,40,,
656760,40,IGM,8.47955234348774e-05
739850,40,,
760732,40,,
738985,40,,
780603,40,,
658637,40,,
348028,40,IGM,2.3095868527889252e-05
387200,40,,
658353,40,,
449389,40,,
428656,40,,
345718,40,,
345717,40,,
490434,40,,
407638,40,,
635733,40,,
408201,40,,
366875,40,,
490857,40,,
532764,40,,
553499,40,,
574091,40,,
304956,40,,
304528,40,,
325122,40,,
678782,40,,
430812,40,,
327577,40,IGM,3.4694094210863113e-05
531643,40,,
449851,40,,
449393,40,,
470877,40,,
346151,40,,
325985,40,IGM,2.0355917513370514e-05
719551,40,IGM,8.443070527229748e-05
719551,40,SELF,9.843681055988828e-05
428526,40,IGM,7.127176582362489e-07
428526,40,SELF,8.309495091889069e-07
428819,40,IGM,6.382854249688615e-06
428819,40,SELF,7.441698047903549e-06
387636,40,,
616865,40,IGM,6.239861249923706e-08
616861,40,IGM,0.00037454068660736084
429948,40,,
491433,40,,
471132,40,,
512315,40,,
636879,40,,
615851,40,,
408922,40,,
408923,40,,
326556,40,,
470869,40,,
657485,40,IGM,1.6822716707798953e-05
657485,40,SELF,1.9613416378882413e-05
368907,40,IGM,2.9434449970722203e-06
285241,40,,
284959,40,,
263781,40,,
429229,40,,
553536,40,,
533512,40,,
449704,40,,
428822,40,,
531629,40,IGM,5.07588271291089e-06
531629,40,SELF,5.917914619137526e-06
593839,40,,
594133,40,,
511335,40,,
531631,40,,
469717,40,,
593842,40,,
593694,40,,
572959,40,,
614432,40,,
635607,40,,
656342,40,,
676934,40,,
697518,40,,
656195,40,,
614874,40,,
676935,40,,
698393,40,,
697813,40,,
450566,40,,
408086,40,,
366900,40,,
594859,40,,
325559,40,,
428966,40,IGM,0.0001325523695670396
428966,40,SELF,0.00015454131823551358
285093,40,,
305405,40,,
305403,40,,
367468,40,,
326423,40,,
635886,40,IGM,8.406843400408388e-06
635886,40,SELF,9.801444255898834e-06
533491,40,IGM,0.00023319851607084274
450263,40,IGM,4.345737397670746e-05
533635,40,IGM,6.739841774106026e-05
408949,40,,
388058,40,IGM,2.9158778488636017e-05
513476,40,IGM,1.1202413588762283e-05
451269,40,IGM,3.262003883719444e-05
450704,40,,
718117,40,,
408073,40,IGM,3.462750464677811e-05
574240,40,IGM,2.7813948690891266e-06
552787,40,,
552789,40,,
573668,40,,
346432,40,,
471586,40,IGM,4.041474312543869e-06
407638,41,,
490434,41,,
345717,41,,
345718,41,,
346151,41,IGM,2.629123628139496e-06
449389,41,,
366875,41,,
449393,41,,
428656,41,,
635733,41,,
346432,41,,
490857,41,,
532764,41,,
553499,41,,
574091,41,,
408073,41,IGM,1.787208020687103e-06
450263,41,IGM,7.724389433860779e-05
388058,41,IGM,5.7773664593696594e-05
574240,41,IGM,4.001287743449211e-05
552787,41,,
326556,41,,
408201,41,,
408922,41,,
699088,41,,
512315,41,IGM,0.0
325559,41,,
823089,41,,
761025,41,IGM,1.5553086996078493e-06
657781,41,,
740867,41,,
658218,41,,
637481,41,,
637769,41,,
304528,41,,
325122,41,,
531643,41,,
718117,41,,
656760,41,IGM,1.1227303579583626e-05
656760,41,SELF,1.2836209103331107e-05
739850,41,,
760732,41,,
738985,41,,
780603,41,,
760010,41,,
739417,41,,
429948,41,,
491433,41,,
615851,41,IGM,4.656612873077393e-10
325985,41,IGM,1.9383616745471954e-05
656342,41,,
449851,41,,
614874,41,,
676935,41,,
635899,41,,
698393,41,IGM,1.8947757780551913e-06
697813,41,IGM,0.0
822510,41,IGM,0.0
739720,41,IGM,0.0
306400,41,IGM,6.0610007494688034e-05
430675,41,,
430385,41,,
285087,41,,
326414,41,,
430386,41,IGM,7.69738107919693e-07
430241,41,,
285093,41,,
305405,41,,
305403,41,,
326423,41,IGM,4.0140002965927124e-07
367468,41,,
326420,41,IGM,6.862916052341461e-06
533491,41,IGM,0.0004699612036347389
656187,41,,
697518,41,,
676934,41,,
802496,41,,
470877,41,,
553536,41,,
594859,41,,
449704,41,,
428966,41,IGM,2.8382204565347687e-05
428966,41,SELF,3.244945770209883e-05
635886,41,IGM,9.185896651149387e-07
635886,41,SELF,1.0502262576221827e-06
408086,41,,
428822,41,IGM,2.219280475934145e-05
428822,41,SELF,2.5373098755282193e-05
531629,41,IGM,7.591183277936604e-07
531629,41,SELF,8.679022100595807e-07
593839,41,,
429229,41,IGM,2.372218295931816e-05
511335,41,,
656195,41,,
469717,41,,
593842,41,,
593694,41,,
572959,41,,
614432,41,,
657485,41,IGM,2.2169557575290526e-06
657485,41,SELF,2.534652018159119e-06
428526,41,IGM,3.367582736348522e-08
428526,41,SELF,3.8501672169214364e-08
284959,41,,
635607,41,,
594133,41,,
636622,41,,
408923,41,,
389782,41,,
780893,41,IGM,3.259629011154175e-09
656473,41,IGM,6.455547473878944e-06
656473,41,SELF,7.3806463558959125e-06
656185,41,,
676635,41,,
552219,41,,
531631,41,,
614856,41,,
469715,41,,
449269,41,,
449412,41,IGM,7.858417262821035e-07
449412,41,SELF,8.984551499099894e-07
573529,41,IGM,2.054877259379633e-06
573529,41,SELF,2.3493471959769643e-06
511034,41,,
490442,41,IGM,2.6354050704456497e-07
490442,41,SELF,3.0130663445972275e-07
407646,41,,
469705,41,,
510887,41,,
531766,41,,
428239,41,,
448978,41,,
366172,41,,
428234,41,,
368329,41,IGM,2.7010682970285416e-05
305981,41,,
285241,41,,
368050,41,IGM,1.6759149730205536e-05
658631,41,,
428819,41,IGM,2.0431450356529997e-06
428819,41,SELF,2.33593371018898e-06
387636,41,,
573668,41,IGM,3.570225089788437e-06
552789,41,,
327577,41,IGM,3.049056977033615e-05
658497,41,,
513493,41,,
513637,41,,
492471,41,,
366462,41,,
492472,41,,
429689,41,,
533230,41,,
491901,41,,
492041,41,,
574698,41,,
512633,41,,
658353,41,,
450566,41,,
533512,41,,
348028,41,,
574986,41,,
387200,41,,
719551,41,IGM,4.241850667385067e-06
719551,41,SELF,4.849720306011234e-06
470869,41,IGM,2.441519210192913e-05
470869,41,SELF,2.791396072056538e-05
471712,41,,
574961,41,,
554369,41,,
616578,41,,
575684,41,,
616865,41,,
368907,41,IGM,
617447,41,,
555381,41,,
638046,41,,
596715,41,,
492753,41,,
555102,41,,
493317,41,,
513621,41,IGM,6.349897012114525e-05
472293,41,IGM,8.360017091035843e-06
554806,41,IGM,6.956886500120163e-05
658491,41,IGM,1.783343032002449e-05
658637,41,,
596282,41,IGM,2.6263762265443802e-05
366900,41,,
512607,41,,
512898,41,IGM,5.341134965419769e-06
430403,41,,
512754,41,IGM,0.0001796390861272812
678782,41,,
430812,41,,
616861,41,,
263781,41,,
304956,41,,
533635,41,IGM,5.479343235492706e-05
408949,41,,
471586,41,IGM,6.034504622220993e-06
513476,41,IGM,9.97120514512062e-06
451269,41,IGM,1.7822254449129105e-05
533937,41,IGM,7.1693211793899545e-06
616583,41,,
471132,41,,
450704,41,IGM,0.0001230984926223755
616144,41,,
636879,41,,
637473,41,,
533053,41,,
637617,41,,
616880,41,,
679086,41,,
678795,41,,
533491,42,IGM,0.00036624725908041
305403,42,,
305405,42,,
285093,42,,
326423,42,IGM,1.448206603527069e-07
430386,42,IGM,3.91155481338501e-08
367468,42,,
326420,42,IGM,1.259148120880127e-05
616583,42,,
574986,42,,
533635,42,IGM,0.00014753174036741257
408949,42,,
471586,42,IGM,9.304843842983244e-06
533937,42,IGM,8.607283234596252e-06
658497,42,,
513493,42,,
513637,42,,
492471,42,,
492472,42,,
430241,42,IGM,4.656612873077393e-10
512898,42,IGM,7.321871817111969e-05
326414,42,,
407638,42,,
430385,42,IGM,8.329283446073532e-06
429689,42,,
325559,42,,
346432,42,,
325985,42,IGM,3.93204391002655e-05
429229,42,IGM,1.1887867003679276e-05
346151,42,IGM,2.7208589017391205e-06
449393,42,,
366875,42,,
449389,42,,
428656,42,,
285087,42,,
345718,42,,
490434,42,,
552787,42,,
408201,42,,
490857,42,,
532764,42,,
553499,42,,
574091,42,,
368907,42,IGM,2.6300549507141113e-06
306400,42,IGM,3.3571384847164154e-05
430675,42,IGM,6.809365004301071e-06
345717,42,,
533230,42,,
658491,42,IGM,2.0763836801052094e-05
492041,42,,
491433,42,,
512315,42,,
615851,42,,
408923,42,,
408922,42,,
326556,42,,
325122,42,,
304528,42,,
699088,42,,
656760,42,IGM,3.240590238114125e-06
656760,42,SELF,2.1038043563167986e-06
739850,42,,
760732,42,IGM,5.983747541904449e-07
738985,42,,
780603,42,,
760010,42,,
739417,42,,
780893,42,IGM,4.656612873077393e-10
656473,42,,
656185,42,,
676635,42,,
574240,42,IGM,6.403401494026184e-05
658631,42,,
348028,42,IGM,9.071081876754761e-07
389782,42,IGM,1.7043203115463257e-07
430403,42,,
574698,42,,
512633,42,,
533512,42,,
658353,42,,
450566,42,,
368050,42,,
285241,42,,
305981,42,,
368329,42,IGM,8.685793727636337e-05
327577,42,IGM,3.7140678614377975e-05
491901,42,,
284959,42,,
638046,42,,
596715,42,,
493317,42,,
555102,42,,
492753,42,,
555381,42,,
513621,42,IGM,3.831181675195694e-05
472293,42,IGM,2.38930806517601e-06
658637,42,,
596282,42,IGM,4.995614290237427e-05
617447,42,,
450263,42,IGM,8.78646969795227e-05
616578,42,,
408073,42,IGM,1.63959339261055e-06
616865,42,,
718117,42,,
531643,42,,
719551,42,IGM,4.331187066093197e-05
719551,42,SELF,2.8118242505638696e-05
387636,42,,
573668,42,IGM,3.320164978504181e-07
552789,42,,
470869,42,IGM,3.1111586301023174e-05
470869,42,SELF,2.0197768302267384e-05
428526,42,IGM,5.932282033874511e-07
428526,42,SELF,3.851261612461091e-07
657485,42,IGM,1.651495364880153e-05
657485,42,SELF,1.0721575045828139e-05
552219,42,,
448978,42,,
531631,42,,
635733,42,,
614856,42,,
469715,42,,
449269,42,,
449412,42,IGM,5.609070075560558e-05
449412,42,SELF,3.6414310951938746e-05
573529,42,IGM,2.1735700664810083e-06
573529,42,SELF,1.4110905232139683e-06
490442,42,IGM,5.572279197454235e-06
490442,42,SELF,3.617546307563999e-06
511034,42,,
575684,42,IGM,6.253784522414207e-05
428819,42,IGM,4.467705788767081e-06
428819,42,SELF,2.9004527603032765e-06
554369,42,,
429948,42,,
388058,42,IGM,3.117881715297699e-05
430812,42,,
616861,42,IGM,0.00046833138912916183
263781,42,,
304956,42,,
513476,42,IGM,4.040077328681946e-06
451269,42,IGM,4.260800778865814e-06
450704,42,IGM,4.1443854570388794e-08
554806,42,IGM,4.3939799070358276e-05
679086,42,,
616880,42,IGM,1.4051795005798338e-05
637617,42,,
678795,42,,
637473,42,,
636879,42,,
616144,42,,
533053,42,,
471132,42,,
512754,42,IGM,0.0001170402392745018
512607,42,,
471712,42,,
574961,42,,
407646,42,,
678782,42,,
469705,42,,
531629,42,IGM,1.561424066983629e-07
531629,42,SELF,1.0136828518281691e-07
593839,42,,
511335,42,,
594133,42,,
656195,42,,
469717,42,,
593842,42,,
593694,42,,
572959,42,,
614432,42,,
428822,42,IGM,7.869520826564326e-06
428822,42,SELF,5.108924911989675e-06
676935,42,,
676934,42,,
656342,42,,
697518,42,,
656187,42,,
614874,42,,
635899,42,,
698393,42,IGM,5.4823700338602066e-05
697813,42,IGM,9.220093488693237e-08
822510,42,IGM,0.0
387200,42,,
635607,42,,
408086,42,,
739720,42,IGM,0.0
635886,42,IGM,1.8872619283397065e-06
635886,42,SELF,1.2252181160252227e-06
510887,42,,
531766,42,,
428239,42,,
366172,42,,
428234,42,,
366462,42,,
636622,42,,
802496,42,,
823089,42,,
761025,42,IGM,1.1003576219081879e-06
366900,42,,
740867,42,,
657781,42,,
449704,42,,
594859,42,,
449851,42,,
553536,42,,
428966,42,IGM,5.344983288969277e-06
428966,42,SELF,3.469984879766228e-06
637769,42,,
637481,42,,
658218,42,,
470877,42,,
719551,43,IGM,0.0002703944695336734
719551,43,SELF,0.0003260766613142575
469717,43,,
448978,43,,
635733,43,,
594133,43,,
614856,43,,
469715,43,,
531631,43,,
449269,43,,
387636,43,,
389782,43,,
552789,43,,
513621,43,IGM,6.176065653562546e-06
472293,43,IGM,5.327165126800537e-07
658637,43,,
638046,43,,
658491,43,IGM,2.469262108206749e-05
596282,43,IGM,2.6726629585027695e-05
596715,43,,
430403,43,,
573668,43,IGM,2.477318048477173e-07
552219,43,,
656760,43,IGM,1.0349367995480881e-05
656760,43,SELF,1.2480607937355651e-05
656185,43,,
348028,43,,
326423,43,IGM,8.707866072654724e-08
430386,43,IGM,1.396983861923218e-09
367468,43,IGM,4.878733307123184e-06
326420,43,IGM,3.46871092915535e-05
533491,43,IGM,0.00012242887169122696
512754,43,IGM,0.00010674633085727692
616583,43,IGM,1.6660895198583603e-05
512898,43,IGM,9.850272908806801e-05
533635,43,IGM,0.00025498075410723686
676635,43,,
408949,43,,
471586,43,IGM,1.5851110219955444e-05
285093,43,,
739850,43,,
738985,43,,
780603,43,,
760010,43,,
739417,43,,
780893,43,IGM,2.1886080503463745e-08
760732,43,IGM,3.67872416973114e-08
656473,43,,
533937,43,IGM,1.993682235479355e-05
658631,43,,
388058,43,IGM,7.519032806158066e-05
327577,43,IGM,
428966,43,,
635886,43,IGM,9.439336269523386e-06
635886,43,SELF,1.1383173853729482e-05
408086,43,,
428822,43,IGM,4.016720872539829e-06
428822,43,SELF,4.843882102351833e-06
531629,43,IGM,1.3911178552678934e-06
531629,43,SELF,1.6775900280901083e-06
593839,43,IGM,1.4238376227286708e-06
593839,43,SELF,1.7170477601620305e-06
511335,43,,
656195,43,,
635607,43,,
593842,43,,
593694,43,,
572959,43,,
614432,43,,
676935,43,,
676934,43,,
697518,43,,
656342,43,,
656187,43,,
697813,43,IGM,8.717179298400879e-07
614874,43,,
305403,43,,
449704,43,,
594859,43,,
552787,43,,
450263,43,IGM,0.0001313723623752594
284959,43,,
263781,43,,
304956,43,,
368907,43,IGM,1.7980579286813736e-05
802496,43,,
823089,43,,
761025,43,IGM,0.00040012504905462265
657781,43,,
740867,43,,
658218,43,,
699088,43,,
637481,43,,
513493,43,,
513637,43,,
658497,43,,
492471,43,,
492472,43,,
470877,43,,
553536,43,,
449851,43,,
408073,43,IGM,8.73953104019165e-06
574240,43,IGM,3.247428685426712e-05
637769,43,,
305405,43,,
635899,43,,
326414,43,,
490857,43,,
553499,43,,
574091,43,,
678782,43,,
430812,43,,
616861,43,IGM,0.0002067042514681816
574986,43,,
429689,43,,
533230,43,,
491901,43,,
492041,43,,
574698,43,,
512633,43,,
533512,43,,
658353,43,,
450566,43,,
368050,43,,
285241,43,,
305981,43,,
368329,43,IGM,6.011407822370529e-05
306400,43,IGM,4.617730155587197e-05
408201,43,,
430385,43,,
407638,43,,
345717,43,,
428526,43,IGM,5.435281113419988e-06
428526,43,SELF,6.554565712179683e-06
657485,43,IGM,3.431628101758946e-05
657485,43,SELF,4.1383014831018554e-05
449412,43,IGM,3.752429589566324e-05
449412,43,SELF,4.525165453616049e-05
491433,43,,
512315,43,,
615851,43,,
408922,43,,
326556,43,,
325122,43,,
304528,43,,
532764,43,,
325985,43,IGM,0.00016124499961733818
429229,43,IGM,6.961636245250702e-07
346151,43,IGM,6.505288183689117e-07
325559,43,,
346432,43,,
449393,43,,
366875,43,,
449389,43,,
428656,43,,
345718,43,,
490434,43,,
430675,43,,
408923,43,,
513476,43,IGM,5.415640771389009e-07
739720,43,,
636622,43,,
718117,43,,
531643,43,,
573529,43,IGM,1.1928993930377642e-06
573529,43,SELF,1.4385525415382704e-06
490442,43,IGM,5.359709005349289e-07
490442,43,SELF,6.463431079394211e-07
511034,43,IGM,8.422701430225941e-08
511034,43,SELF,1.0157183933352857e-07
428819,43,IGM,1.795196428644798e-05
428819,43,SELF,2.1648802908776784e-05
451269,43,IGM,3.3583492040634155e-06
387200,43,,
469705,43,,
531766,43,,
510887,43,,
428239,43,,
366172,43,,
428234,43,,
366462,43,,
366900,43,,
470869,43,,
285087,43,,
430241,43,IGM,0.0
822510,43,,
698393,43,IGM,0.0004369080998003483
407646,43,,
492753,43,,
555381,43,,
554806,43,IGM,3.9958395063877106e-05
679086,43,,
616880,43,,
637617,43,,
678795,43,,
637473,43,,
636879,43,IGM,1.055654138326645e-06
616144,43,,
533053,43,,
471132,43,,
450704,43,IGM,1.1641532182693481e-07
512607,43,,
471712,43,,
429948,43,,
554369,43,,
616578,43,,
575684,43,,
616865,43,IGM,1.126900315284729e-07
617447,43,,
493317,43,,
555102,43,,
574961,43,,
327577,44,IGM,2.5742221623659134e-05
574986,44,,
450566,44,,
492041,44,,
533512,44,,
574698,44,,
512633,44,,
368050,44,IGM,4.122033715248108e-06
658353,44,,
285241,44,,
326556,44,IGM,1.418963074684143e-05
430675,44,,
306400,44,IGM,3.651808947324753e-05
285087,44,,
326414,44,,
408923,44,,
305405,44,,
305403,44,,
285093,44,,
698393,44,IGM,0.0008759396150708199
305981,44,,
491901,44,,
738985,44,,
429689,44,,
761025,44,IGM,0.0007421313785016537
760010,44,,
739417,44,,
780603,44,,
780893,44,IGM,1.5859026461839676e-05
760732,44,IGM,1.909211277961731e-07
739850,44,,
656473,44,,
656185,44,,
676635,44,,
533230,44,,
552219,44,,
448978,44,,
635733,44,,
594133,44,,
614856,44,,
469715,44,,
531631,44,,
449269,44,,
470877,44,,
553536,44,,
449851,44,,
469717,44,,
822510,44,,
552787,44,,
636622,44,,
490442,44,IGM,2.7577190429974704e-06
490442,44,SELF,1.8425488143156858e-06
428819,44,IGM,2.7345496249826117e-05
428819,44,SELF,1.827068345484002e-05
407646,44,,
387200,44,,
469705,44,,
531766,44,,
510887,44,,
428239,44,,
366172,44,,
428234,44,,
366462,44,,
366900,44,,
325985,44,IGM,1.6195233911275864e-05
470869,44,IGM,1.4261195512567544e-05
470869,44,SELF,9.528508333410241e-06
678782,44,,
430812,44,,
616861,44,IGM,0.00010831002146005632
284959,44,,
263781,44,,
304956,44,,
656760,44,IGM,3.3683309100541226e-05
656760,44,SELF,2.2505244471159827e-05
573529,44,IGM,1.0945456389911006e-06
573529,44,SELF,7.313122685425453e-07
511034,44,,
531629,44,IGM,1.1417219238647286e-07
531629,44,SELF,7.62832741223925e-08
593839,44,IGM,3.907815455301304e-06
593839,44,SELF,2.6109769057197375e-06
823089,44,,
802496,44,,
658491,44,IGM,3.6197714507579803e-05
368329,44,IGM,2.800021320581436e-06
472293,44,IGM,7.323920726776123e-06
513621,44,IGM,2.2812746465206146e-06
575684,44,IGM,6.559444591403008e-05
658637,44,,
638046,44,,
596282,44,IGM,1.6715843230485916e-05
739720,44,,
596715,44,,
389782,44,,
430403,44,,
658631,44,,
699088,44,,
449412,44,IGM,3.6401109748645626e-07
449412,44,SELF,2.4321122116283573e-07
719551,44,IGM,9.002351752346798e-05
719551,44,SELF,6.0148522342979465e-05
635886,44,IGM,7.303335537821056e-05
635886,44,SELF,4.879667589753865e-05
387636,44,,
573668,44,IGM,3.100372850894928e-06
552789,44,,
348028,44,,
388058,44,IGM,7.288064807653427e-05
325559,44,IGM,1.8486753106117249e-07
574240,44,IGM,5.504162982106208e-05
366875,44,,
449389,44,,
428656,44,,
345718,44,,
345717,44,,
490434,44,,
407638,44,,
408201,44,,
490857,44,,
553499,44,,
574091,44,,
368907,44,IGM,4.0253158658742905e-05
491433,44,,
512315,44,,
615851,44,IGM,6.347894668579102e-05
408922,44,,
657781,44,,
740867,44,,
658218,44,,
637481,44,,
637769,44,,
449393,44,,
513493,44,,
450263,44,IGM,0.00012208148837089539
346151,44,IGM,1.6111880540847778e-07
657485,44,IGM,8.707095204945398e-05
657485,44,SELF,5.8175788381139503e-05
718117,44,,
531643,44,,
430241,44,IGM,0.0
430386,44,IGM,0.0
367468,44,,
326420,44,IGM,0.00013783201575279236
533491,44,IGM,7.519964128732681e-05
512754,44,IGM,0.00019230786710977554
616583,44,,
512898,44,IGM,0.000128844752907753
533635,44,IGM,5.4145697504282e-05
408949,44,,
533937,44,IGM,5.482230335474014e-06
471586,44,IGM,4.12040390074253e-05
451269,44,IGM,1.0980293154716492e-06
513476,44,IGM,3.725290298461914e-09
450704,44,,
326423,44,,
532764,44,,
429229,44,IGM,8.381903171539307e-09
346432,44,,
513637,44,,
428526,44,IGM,7.285246642792588e-06
428526,44,SELF,4.867581633364791e-06
492471,44,,
637617,44,,
637473,44,,
678795,44,,
636879,44,,
616144,44,,
533053,44,,
471132,44,,
512607,44,,
658497,44,,
471712,44,,
554369,44,,
429948,44,IGM,9.151641279459e-06
616578,44,,
616865,44,IGM,6.877817213535308e-07
430385,44,,
617447,44,,
493317,44,,
492753,44,,
555102,44,,
555381,44,,
408073,44,IGM,1.0285526514053345e-05
616880,44,IGM,3.7350691854953766e-06
679086,44,,
574961,44,,
635899,44,,
554806,44,IGM,2.5320798158645626e-05
325122,44,,
304528,44,,
594859,44,,
449704,44,,
408086,44,,
428822,44,IGM,4.442945266560151e-06
428822,44,SELF,2.9685197822298263e-06
428966,44,IGM,4.399397926676803e-06
428966,44,SELF,2.9394239612931684e-06
511335,44,,
656195,44,,
635607,44,,
492472,44,,
572959,44,,
593694,44,,
614432,44,,
676935,44,,
676934,44,,
697518,44,,
656342,44,,
656187,44,,
697813,44,IGM,7.300637662410736e-06
614874,44,,
593842,44,,
304956,45,IGM,0.0
263781,45,IGM,2.649892121553421e-05
430403,45,,
658637,45,,
348028,45,,
596715,45,,
596282,45,IGM,1.13598071038723e-05
325122,45,IGM,0.0
389782,45,,
304528,45,IGM,0.0
739417,45,,
656760,45,IGM,5.8573906021620294e-05
656760,45,SELF,0.00010352744470307683
738985,45,,
760010,45,,
780603,45,,
780893,45,IGM,8.949171751737595e-05
760732,45,IGM,1.171603798866272e-06
739850,45,,
656473,45,,
656185,45,,
699088,45,,
658631,45,,
388058,45,IGM,1.558009535074234e-05
513621,45,IGM,4.3977051973342896e-06
676635,45,,
532764,45,,
346151,45,IGM,7.60890543460846e-07
429229,45,IGM,3.585591912269592e-08
346432,45,IGM,9.173527359962463e-08
325559,45,IGM,2.1280720829963684e-07
449393,45,IGM,3.641471266746521e-07
430812,45,,
616861,45,IGM,5.949288606643677e-05
491433,45,,
575684,45,IGM,4.539592191576958e-05
512315,45,,
408922,45,,
617447,45,,
555381,45,,
492753,45,,
555102,45,,
493317,45,,
638046,45,,
658491,45,IGM,7.695052772760391e-06
368329,45,IGM,1.226784661412239e-05
472293,45,IGM,8.904701098799706e-05
615851,45,IGM,0.00011623371392488481
449412,45,IGM,9.639766384127509e-07
449412,45,SELF,1.7037968765732874e-06
429948,45,,
635886,45,IGM,0.0001542894331388379
635886,45,SELF,0.00027270147822571747
430675,45,IGM,2.717692404985428e-05
553536,45,,
636622,45,,
470877,45,,
449851,45,,
594859,45,,
449704,45,,
408086,45,,
428822,45,IGM,2.3721666343764987e-06
428822,45,SELF,4.19272619408801e-06
428966,45,IGM,1.3263133975605981e-05
428966,45,SELF,2.3442151335139258e-05
656342,45,,
656187,45,,
593842,45,,
572959,45,,
593694,45,,
614432,45,,
635607,45,,
676935,45,,
676934,45,,
697518,45,,
531643,45,,
430385,45,IGM,1.2973323464393616e-06
719551,45,IGM,5.429162194977451e-06
719551,45,SELF,9.595864901294065e-06
306400,45,IGM,4.68776561319828e-05
616578,45,,
387636,45,,
552789,45,,
284959,45,,
513476,45,IGM,4.6566128730773926e-09
430386,45,IGM,0.0
451269,45,IGM,1.1390075087547302e-06
450704,45,IGM,5.671754479408264e-07
326423,45,IGM,3.632158041000366e-07
554806,45,IGM,4.765111953020096e-05
679086,45,,
637617,45,,
637473,45,,
678795,45,,
636879,45,,
616144,45,,
533053,45,,
471132,45,,
512607,45,IGM,3.664754331111908e-07
574961,45,,
471712,45,,
554369,45,,
616865,45,IGM,3.805384039878845e-06
325985,45,IGM,7.665716111660004e-05
368907,45,IGM,5.284650251269341e-05
366900,45,,
553499,45,,
574091,45,,
678782,45,,
637481,45,,
513637,45,,
513493,45,,
658497,45,,
492471,45,,
492472,45,,
429689,45,,
533230,45,,
491901,45,,
512633,45,,
574698,45,,
492041,45,,
574986,45,,
533512,45,,
450566,45,,
658353,45,,
327577,45,IGM,1.3187993317842484e-05
368050,45,,
490857,45,,
408201,45,,
407638,45,,
490434,45,,
761025,45,IGM,0.00047760317102074623
697813,45,IGM,6.760936230421066e-06
614874,45,,
635899,45,,
698393,45,IGM,0.0008956780657172203
822510,45,IGM,7.975846529006958e-06
739720,45,IGM,4.372559487819671e-07
823089,45,,
802496,45,,
657781,45,,
285241,45,,
740867,45,,
637769,45,,
470869,45,IGM,5.335843737364655e-05
470869,45,SELF,9.430927608965988e-05
428526,45,IGM,7.531435562114632e-07
428526,45,SELF,1.3311563657779778e-06
657485,45,IGM,5.0769043676922194e-05
657485,45,SELF,8.973260823600544e-05
718117,45,,
449389,45,,
366875,45,,
345717,45,,
345718,45,,
428656,45,,
658218,45,,
305981,45,,
366462,45,,
326414,45,,
656195,45,,
594133,45,,
511335,45,,
614856,45,,
469715,45,,
